
Tempo:570018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1018	4.410993239118847
1010	1018	4.826836399884403
1008	1018	5.658522721415515
1019	1018	1.489040573990625
1018	1018	1.0
1007	1018	6.0743658821810715
1006	1018	6.490209042946628
1017	1018	1.911527407698232
1016	1018	2.567761145526034
1005	1018	6.906052203712184
1004	1018	7.32189536447774
1015	1018	2.7476205960566222
1014	1018	3.1634637568221784
1003	1018	7.737738525243296
1002	1018	8.153581686008852
1013	1018	3.5793069175877346
1012	1018	3.9951500783532907
1001	1018	8.764600918760749
1009	1018	5.242679560649959
=========================

Tempo:570018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1018	4.410993239118847
1010	1018	4.826836399884403
1008	1018	5.658522721415515
1019	1019	0.6839182194860022
1018	1018	1.0
1007	1018	6.0743658821810715
1006	1018	6.490209042946628
1017	1018	1.911527407698232
1016	1019	2.4315388155426243
1005	1018	6.906052203712184
1004	1018	7.32189536447774
1015	1018	2.7476205960566222
1014	1018	3.1634637568221784
1003	1018	7.737738525243296
1002	1018	8.153581686008852
1013	1018	3.5793069175877346
1012	1018	3.9951500783532907
1001	1018	8.764600918760749
1009	1018	5.242679560649959
=========================

Tempo:575018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1018	4.410993239118847
1010	1018	4.826836399884403
1008	1018	5.658522721415515
1019	1019	0.6839182194860022
1018	1018	1.5678327897201771
1007	1018	6.0743658821810715
1006	1018	6.490209042946628
1017	1018	1.911527407698232
1016	1019	2.4315388155426243
1005	1018	6.906052203712184
1004	1018	7.32189536447774
1015	1018	2.7476205960566222
1014	1018	3.1634637568221784
1003	1018	7.737738525243296
1002	1018	8.153581686008852
1013	1018	3.5793069175877346
1012	1018	3.9951500783532907
1001	1018	8.764600918760749
1009	1018	5.242679560649959
=========================

Tempo:575018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1018	4.410993239118847
1010	1018	4.826836399884403
1008	1018	5.658522721415515
1019	1019	0.684293188405094
1018	1019	1.170658478591129
1007	1018	6.0743658821810715
1006	1018	6.490209042946628
1017	1019	1.7849514705000278
1016	1019	2.4315388155426243
1005	1018	6.906052203712184
1004	1018	7.32189536447774
1015	1018	2.7476205960566222
1014	1018	3.1634637568221784
1003	1018	7.737738525243296
1002	1018	8.153581686008852
1013	1018	3.5793069175877346
1012	1018	3.9951500783532907
1001	1018	8.764600918760749
1009	1018	5.242679560649959
=========================

Tempo:580018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1018	4.410993239118847
1010	1018	4.826836399884403
1008	1018	5.658522721415515
1019	1019	0.684293188405094
