
Tempo:480018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1015	3.1634637568221784
1010	1015	3.5793069175877346
1008	1015	4.410993239118847
1007	1015	4.826836399884403
1006	1015	5.242679560649959
1005	1015	5.658522721415515
1016	1015	1.489040573990625
1015	1015	1.0
1004	1015	6.0743658821810715
1003	1015	6.490209042946628
1014	1015	1.911527407698232
1013	1015	2.567761145526034
1002	1015	6.906052203712184
1001	1015	7.517071436464081
1012	1015	2.7476205960566222
1009	1015	3.9951500783532907
=========================

Tempo:480018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1015	3.1634637568221784
1010	1015	3.5793069175877346
1008	1015	4.410993239118847
1007	1015	4.826836399884403
1006	1015	5.242679560649959
1005	1015	5.658522721415515
1016	1016	0.6839182194860022
1015	1015	1.0
1004	1015	6.0743658821810715
1003	1015	6.490209042946628
1014	1015	1.911527407698232
1013	1016	2.4315388155426243
1002	1015	6.906052203712184
1001	1015	7.517071436464081
1012	1015	2.7476205960566222
1009	1015	3.9951500783532907
=========================

Tempo:485018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1015	3.1634637568221784
1010	1015	3.5793069175877346
1008	1015	4.410993239118847
1007	1015	4.826836399884403
1006	1015	5.242679560649959
1005	1015	5.658522721415515
1016	1016	0.6839182194860022
1015	1015	1.5678327897201771
1004	1015	6.0743658821810715
1003	1015	6.490209042946628
1014	1015	1.911527407698232
1013	1016	2.4315388155426243
1002	1015	6.906052203712184
1001	1015	7.517071436464081
1012	1015	2.7476205960566222
1009	1015	3.9951500783532907
=========================

Tempo:485018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1015	3.1634637568221784
1010	1015	3.5793069175877346
1008	1015	4.410993239118847
1007	1015	4.826836399884403
1006	1015	5.242679560649959
1005	1015	5.658522721415515
1016	1016	0.684293188405094
1015	1016	1.170658478591129
1004	1015	6.0743658821810715
1003	1015	6.490209042946628
1014	1016	1.7849514705000278
1013	1016	2.4315388155426243
1002	1015	6.906052203712184
1001	1015	7.517071436464081
1012	1015	2.7476205960566222
1009	1015	3.9951500783532907
=========================

Tempo:490018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1015	3.1634637568221784
1010	1015	3.5793069175877346
1008	1015	4.410993239118847
1007	1015	4.826836399884403
1006	1015	5.242679560649959
1005	1015	5.658522721415515
1016	1016	0.684293188405094
1015	1015	1.6797113495622755
1004	1015	6.0743658821810715
1003	1015	6.490209042946628
1014	1016	1.7849514705000278
1013	1016	2.4315388155426243
1002	1015	6.906052203712184
1001	1015	7.517071436464081
1012	1015	2.7476205960566222
1009	1015	3.9951500783532907
=========================

Tempo:490018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	3.1366033639166417
1010	1016	3.552446524682198
1008	1016	4.38413284621331
1007	1016	4.799976006978866
1006	1016	5.215819167744423
1005	1016	5.631662328509979
1016	1016	0.5572964463289072
1015	1016	1.2497938577503198
1004	1016	6.047505489275535
1003	1016	6.463348650041091
1014	1016	1.747620596056622
1013	1016	2.3049170423855294
1002	1016	6.879191810806647
1001	1016	7.490211043558545
1012	1016	2.7207602031510856
1009	1016	3.968289685447754
=========================

Tempo:495018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	3.1366033639166417
1010	1016	3.552446524682198
1008	1016	4.38413284621331
1007	1016	4.799976006978866
1006	1016	5.215819167744423
1005	1016	5.631662328509979
1016	1016	0.5572964463289072
1015	1015	1.8557637275385024
1004	1016	6.047505489275535
1003	1016	6.463348650041091
1014	1016	1.747620596056622
1013	1016	2.3049170423855294
1002	1016	6.879191810806647
1001	1016	7.490211043558545
1012	1016	2.7207602031510856
1009	1016	3.968289685447754
=========================

Tempo:495018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	3.0000189088703353
1010	1016	3.4158620696358915
1008	1016	4.247548391167004
1007	1016	4.66339155193256
1006	1016	5.079234712698116
1005	1016	5.495077873463672
1016	1016	0.4207119912826007
1015	1016	1.41302007431284
1004	1016	5.910921034229228
1003	1016	6.326764194994785
1014	1016	1.747620596056622
1013	1016	2.1683325873392225
1002	1016	6.742607355760341
1001	1016	7.353626588512238
1012	1016	2.584175748104779
1009	1016	3.8317052304014476
=========================

Tempo:500018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	3.0000189088703353
1010	1016	3.4158620696358915
1008	1016	4.247548391167004
1007	1016	4.66339155193256
1006	1016	5.079234712698116
1005	1016	5.495077873463672
1016	1016	0.4207119912826007
1015	1015	2.170969798412021
1004	1016	5.910921034229228
1003	1016	6.326764194994785
1014	1016	1.747620596056622
1013	1016	2.1683325873392225
1002	1016	6.742607355760341
1001	1016	7.353626588512238
1012	1016	2.584175748104779
1009	1016	3.8317052304014476
=========================

Tempo:500018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.41584316076555616
1015	1016	1.486372171100703
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:505018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.41584316076555616
1015	1015	2.442341498385543
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:505018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.4395188195416564
1015	1016	1.525658783394507
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:510018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.4395188195416564
1015	1015	2.369044990398309
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:510018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.4625118556936663
1015	1016	1.3740392633918985
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:510018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	1.0568902869439392
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.4625118556936663
1015	1016	1.3740392633918985
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:515018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	1.0568902869439392
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.4625118556936663
1015	1015	2.025545059868497
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:515018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	1.0568902869439392
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.4863652901860349
1015	1016	1.1006582820949338
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:515018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	1.0893741353858195
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.4863652901860349
1015	1016	1.1006582820949338
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:520018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	1.0893741353858195
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.4863652901860349
1015	1015	2.2516884503573653
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:520018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	1.0893741353858195
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.6924974114214126
1015	1016	1.1903241497277148
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:520018.03466666664
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	0.8249493898624018
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.6924974114214126
1015	1016	1.1903241497277148
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:525018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	0.8249493898624018
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.6924974114214126
1015	1015	2.7370986479937307
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:525018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	0.8249493898624018
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.9923080830302393
1015	1016	1.4742475899348446
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:525018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	0.5429678982742572
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.9923080830302393
1015	1016	1.4742475899348446
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:530018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	0.5429678982742572
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.9923080830302393
1015	1015	2.8286619187760382
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:530018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	0.5429678982742572
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	1.0705290103351468
1015	1016	1.5521904994333067
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:530018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	0.4891816954040285
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	1.0705290103351468
1015	1016	1.5521904994333067
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:535018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	0.4891816954040285
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	1.0705290103351468
1015	1015	2.834088548034778
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:535018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	0.4891816954040285
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	1.0861399638528506
1015	1016	1.5860174976246635
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:535018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	0.48904057399062484
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	1.0861399638528506
1015	1016	1.5860174976246635
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:540018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	0.48904057399062484
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	1.0861399638528506
1015	1015	2.851910458796252
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:540018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	0.48904057399062484
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.9115274076982322
1015	1016	1.5677611455260339
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:540018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1007	1016	4.658522721415515
1018	1018	0.4979796611161938
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.9115274076982322
1015	1016	1.5677611455260339
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:540018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1019	1019	3.043566294254816
1007	1016	4.658522721415515
1018	1018	0.4979796611161938
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.9115274076982322
1015	1016	1.5677611455260339
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:545018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1019	1019	3.043566294254816
1007	1016	4.658522721415515
1018	1018	0.4979796611161938
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.9115274076982322
1015	1015	2.8423322049273763
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:545018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1019	1019	3.043566294254816
1007	1016	4.658522721415515
1018	1018	0.4979796611161938
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.6142929919088989
1015	1016	1.5679551090740491
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
1001	1016	7.348757757995194
1012	1016	2.5793069175877346
1009	1016	3.826836399884403
=========================

Tempo:545018.0346666666
Destinazione	 NEXTHOP	 Costo
1011	1016	2.9951500783532907
1010	1016	3.410993239118847
1008	1016	4.242679560649959
1019	1018	1.567525126794636
1007	1016	4.658522721415515
1018	1018	0.5106348398506969
1006	1016	5.0743658821810715
1005	1016	5.490209042946628
1016	1016	0.6142929919088989
1015	1016	1.5679551090740491
1004	1016	5.906052203712184
1003	1016	6.32189536447774
1014	1016	1.747620596056622
1013	1016	2.1634637568221784
1002	1016	6.737738525243296
